"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-11",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-12",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-13",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-14",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-15",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-16",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-17",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-18",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-19",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-20",,,,,,,,,,,,,"0.90",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-21",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-22",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-23",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-24",,,,,,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-25",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-26",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-28",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-09-29",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-01",,,,,,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-02",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-03",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-04",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-05",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-06",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-07",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-08",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-09",,,,,,,,,,,,,"0.78",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-12",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-13",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-14",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-15",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-16",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-17",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-18",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-19",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-20",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-21",,,,,,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-22",,,,,,,,,,,,,"0.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-23",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-24",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-25",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-26",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-27",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-28",,,,,,,,,,,,,"0.61",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-29",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-30",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-10-31",,,,,,,,,,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-01",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-02",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-03",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-04",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-05",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-06",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-07",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-08",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-09",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-10",,,,,,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-11",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-12",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-13",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-14",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-15",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-16",,,,,,,,,,,,,"1.80",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-18",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-19",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-20",,,,,,,,,,,,,"0.60",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-21",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-22",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-23",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-24",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-26",,,,,,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-27",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-28",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-29",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-11-30",,,,,,,,,,,,,"2.38",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-01",,,,,,,,,,,,,"0.70",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-02",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-03",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-04",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-08",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-09",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-10",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-11",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-14",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-15",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0026","CRANFORD TWP 0.5 NW, NJ US","40.6624221801758","-74.3107070922852","21.0","2016-12-16",,,,,,,,,,,,,"0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
